Dharawal,Dharawal,kunyu(ŋ),swan,2265,N,gunyu(ng),swan,kuɲu(ŋ),
Dhurga,Dhurga,kunyu(ŋ),swan,2265,N,gunyu(ng),swan,kuɲu(ŋ),
Wathawurrung,Wathawurrung,kunuwarra,swan,2265,N,kunuwarra,swan,kunuwara,
Tyattyalla,Djadjala,kunuwar,swan,2265,N,kunuwar,swan,kunuwaɹ,
Southern Ngarigu,Ngarigu,gunjug,swan,2265,,gunjug,swan,gunjug,
Dhurga,Dhurga,kunyu(ŋ),swan,2265,N,ɡuɲu(ŋ),swan,kuɲu(ŋ),
Dharawal,Dharawal,kunyu(ŋ),swan,2265,N,ɡuɲu(ŋ),swan,kuɲu(ŋ),
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,koona wara,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,kone ne warre,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,koonoowara,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,kuunawarr,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,goonawurr,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,koonawarra,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,koonoowar,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,koonoowara,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,koonoowarn,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,koonawarn,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,kunawore,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,kunuwar,swan,koːnawar,
Keerraywoorroong,Keerraywoorroong,koonawarr,swan,2265,N,kuunawarr,swan,koːnawar,
Wemba-Wemba,Wemba-Wemba,kunawar,swan,2265,N,kunawar,bird: swan,kunawaɹ,
Thanggatti,Thanggati,ŋaputharr,swan,2265,,ngabudharr,swan,ŋaput̪ar,
Warrnambool,Warrnambool,kunawara,swan,2265,,kunawara,swan,kunawaɹa,
Boonwerong,Boonwurrung,pub.bi.yong,swan,2265,,pub.bi.yong,swan,pub.bi.jong,
Wergaia,Werkaya,kunuwar,swan,2265,,gunuwaṛ,swan,kunuwaɹ,
Manning River,Birrpayi,,swan,2265,,koolwamok,swan,,
Hunter River,Wonnarua,,swan,2265,,-,swan,,
Guṇḍidj,Gunditjmara,,swan,2265,,gunewoṛ,swan,,
Southern Ngarigu,Ngarigu,,swan,2265,,gunjug,swan,,
Mathi-Mathi,Mathi-Mathi,,swan,2265,,guṇwara,swan,,
Woiwurrung,Woiwurrung,kunuwarra,swan,2265,,gunuwarra,swan,kunuwara,
Keramin,Keramin,kulthawa ,swan,2265,,kulthawa ,swan,kult̪awa ,
Yitha-Yitha,Yitha-Yitha,,swan,2265,,,swan,,
Yaraldi,Yaraldi,"kuŋari, tumakowaller (tap), kunkari (mey)",swan,2265,,"kungari, tumakowaller (Tap), kungari (Mey)",swan,"kuŋaɹi, tumakowalleɹ (tap), kunkaɹi (mey)",
Letyi-Letyi,Ladji-Ladji,kunuwaŋ,swan,2265,,kunuwang,swan,kunuwaŋ,
Piangil,Piangil,"thanapuki, thanapuyt",swan,2265,,"thanapuki, thanapuyt",swan,"t̪anapuki, t̪anapuyt",
Wadi-Wadi (Swan Hill),Wadi-wadi,kunuwar,swan,2265,,kunuwaR,swan,kunuwaɹ,
Dhudhuroa,Dhudhuroa,maliwa,swan,2265,,maliwa,swan,maliwa,
Yabula-Yabula,Yabula-Yabula,malay ,swan,2265,N,,,,
Yabula-Yabula,Yabula-Yabula,mullai ,swan,2265,N,,,,
Dhudhuroa,Dhudhuroa,maliwa,swan,2265,,maliwa,swan,maliwa,
Wathawurrung,Wathawurrung,torr,tail,702,N,torr,tail,tor,TAIL
Bunganditj,Buwandik,wira,tail,702,N,wira,tail,wiɹa,TAIL
Warrnambool,Warrnambool,wiraŋ,tail,702,N,wirang,tail,wiɹaŋ,TAIL
Woiwurrung,Woiwurrung,moipo,tail,702,N,moibo,tail,moipo,TAIL
Woiwurrung,Woiwurrung,mooeporren,tail,702,N,mooeborren,tail,moːeporen,TAIL
Sydney,Dharuk,tun,tail,702,N,dun,tail,tun,TAIL
Djadja Wurrung,Djadjawurrung,pi:ak,tail,702,N,beer-ak,tail,piːak,TAIL
Buwandik,Buwandik,wirra,tail,702,N,wirra,tail,wira,TAIL
Darkinyung,Darkinyung,thun,tail,702,N,dhun,tail,t̪un,TAIL
Port MacQuarie,Birrpayi,culker,tail,702,N,culker,tail,culkeɹ,TAIL
Dharuk,Dharuk,dun,tail,702,N,dun,tail,dun,TAIL
Dharuk,Dharuk,dun,tail,702,N,dun,tail,dun,TAIL
DgR,Thanggati,dhun,tail,702,N,dhun,tail,d̪un,TAIL
BB,Iyora,dun,tail,702,N,dun,tail,dun,TAIL
BB,Iyora,dun,tail,702,N,dun,tail,dun,TAIL
Darkinyung,Darkinyung,dhun,tail,702,N,dhun,tail,d̪un,TAIL
Wonarua,Wonnarua,badan,tail,702,N,badan,tail,badan,TAIL
Gundungurra,Gundungurra,dhumbir,tail,702,N,dhumbir,tail,d̪umbiɹ,TAIL
Dharawal,Dharawal,marra-nung,tail,702,N,marra-nung,tail,mara-nung,TAIL
Ngarigo,Ngarigu,gumiyang,tail,702,noun,gumiyang,tail of animal,gumijang,TAIL
Gundungurra,Gundungurra,dhumbir,tail,702,N,dhumbir,tail,d̪umbiɹ,TAIL
Dharuk,Dharuk,dun,tail,702,N,dun,tail of an animal,dun,TAIL
Gundungurra,Gundungurra,dhoombir,tail,702,N,dhoombir,tail,d̪oːmbiɹ,TAIL
Ngaiawang,Ngayawang,karrangko,tail,702,s,karrangko,the tail,karangko,TAIL
Ngarrindjeri,Ngarrindjeri,paunpowe,tail,702,N,paunpowe,tail,paunpowe,TAIL
Ngarrindjeri,Ngarrindjeri,ponpuni,tail,702,N,ponpuni,tail,ponpuni,TAIL
Wathawurrung,Wathawurrung,torr,tail,702,N,torr,tail,tor,TAIL
Tyattyalla,Djadjala,berguk,tail,702,,berguk,tail of animal,beɹguk,TAIL
Wemba-Wemba,Wemba-Wemba,pirrkurk,tail,702,Npos,pirrkurk,tail (his),pirkuɹk,TAIL
Thanggatti,Thanggati,thu:n,tail,702,noun,dhuun,tail,t̪uːn,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirang,tail,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,weerung,tail,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,weerangnyoon,tail,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirranyung,tail,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirraneung,tail,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirraneung,tail,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,tharrath,tail,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirang,tail of animal,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,weerung,tail of animal,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,weerangnyoon,tail of animal,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirranyung,tail of animal,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirraneung,tail of animal,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,wirraneung,tail of animal,weːrang,TAIL
Keerraywoorroong,Keerraywoorroong,weerrang,tail,702,N,tharrath,tail of animal,weːrang,TAIL
Wergaia,Werkaya,pirrkuk,tail,702,,birgug,tail of an animal,pirkuk,
Yaraldi,Yaraldi,"watte (mey), kaltari (mey)(tap), paunpowe (tap), pittir ‘tail of fish’ (mey)",tail,702,,"watte (Mey), kaldari (Mey)(Tap), paunpowe (Tap), pittir ‘tail of fish’ (Mey)",tail,"watte (mey), kaltaɹi (mey)(tap), paunpowe (tap), pittiɹ ‘tail of fish’ (mey)",
Katthang,Katthang,kulka,tail,702,,gulga,tail,kulka,
Piangil,Piangil,pirkoi,tail,702,,piRkoi,tail,piɹkoi,
Wadi-Wadi (Swan Hill),Wadi-wadi,"wirtmumu, pirku",tail,702,,"wirtmumu, piRku",tail,"wiʈmumu, piɹku",
Dhudhuroa,Dhudhuroa,tyawa,tail,702,,djawa,tail of animal,tcawa,
Ganai,Kurnai,(w)reg,tail,582,N,räk,,,
Ganai,Kurnai,(w)reg,tail,582,N,wrek,,,
Ganai,Kurnai,(w)reg,tail,582,N,dǔrrǔn̄ḡ-gǔll,,,
Ganai,Kurnai,(w)reg,tail,582,N,"wrak (see ""earth/soil/land"")",,,
Ganai,Kurnai,(w)reg,tail,582,N,wrekka jirawa,,,
Ganai,Kurnai,(w)reg,tail,582,N,wrecka,,,
Dhudhuroa,Dhudhuroa,djawa,tail,702,,djawa,tail of animal,tcawa,
Woiwurrung,Woiwurrung,murrantu,tea,533,N,murrandu,tea,murantu,TEA
Ngarigu,Ngarigu,buŋka,tea,533,N,bungga,tea,buŋka,TEA
Ngarrindjeri,Ngarrindjeri,liŋali,tea,533,N,lingali,tea,liŋali,TEA
Ngarrindjeri,Ngarrindjeri,ŋuni,tea,533,N,nguni,tea,ŋuni,TEA
Ngarrindjeri,Ngarrindjeri,pelberri,tea,533,N,pelberri,tea,pelberi,TEA
Dharawal,Dharawal,puŋku,tea,533,N,bunggu,tea,puŋku,TEA
Dharawal,Dharawal,taŋwən,tea,533,,dangwVn,tea (sour),taŋwən,TEA
Dharawal,Dharawal,parityuŋ,tea,533,,barijung,tea (sour),paɹicuŋ,TEA
Dhurga,Dhurga,puŋku,tea,533,N,bunggu,tea,puŋku,TEA
Dhurga,Dhurga,taŋwən,tea,533,,dangwVn,tea (sour),taŋwən,TEA
Dhurga,Dhurga,parityuŋ,tea,533,,barijung,tea (sour),paɹicuŋ,TEA
Wathawurrung,Wathawurrung,gerranyuk,tea,533,N,gerranyuk,tea,geraɲuk,TEA
Southern Ngarigu,Ngarigu,bunga,tea,533,,bunga,tea,bunga,TEA
Dhurga,Dhurga,parityuŋ,tea,533,N,bariᶁuŋ,tea (sour),paɹicuŋ,TEA
Dhurga,Dhurga,puŋku,tea,533,N,buŋɡu,tea,puŋku,TEA
Dhurga,Dhurga,,tea,533,N,,tea (sour),,TEA
Dharawal,Dharawal,parityuŋ,tea,533,N,bariᶁuŋ,tea (sour),paɹicuŋ,TEA
Dharawal,Dharawal,taŋwvn,tea,533,N,daŋwVn,tea (sour),taŋwvn,TEA
Wemba-Wemba,Wemba-Wemba,ŋaməty,tea,533,N,ngaməty,tea,ŋaməc,TEA
Thanggatti,Thanggati,tiŋa,tea,533,noun,dinga,tea,tiŋa,TEA
Thanggatti,Thanggati,tiŋa,tea,533,,dinga,tea,tiŋa,TEA
Wergaia,Werkaya,pirriŋke,tea,533,,biringge,tea,piriŋke,
Southern Ngarigu,Ngarigu,,tea,533,,bungga,"tea, tea-leaves",,
Mathi-Mathi,Mathi-Mathi,,tea,533,,d_iri,tea,,
Woiwurrung,Woiwurrung,murrantu,tea,533,,murrandu,tea,murantu,
Ganai,Kurnai,djindali (probably borrowed); mur̥en,tea,414,N,[djindali],,,
Ganai,Kurnai,djindali (probably borrowed); mur̥en,tea,414,N,mur̥en,,,
Ganai,Kurnai,djindali (probably borrowed); mur̥en,tea,414,N,mēē-mēē-ǔl,,,
Bunganditj,Buwandik,puru,testicles,105,N,puru,testes,puɹu,TESTICLES
Sydney,Dharuk,pura,testicles,105,N,bura,testicles,puɹa,TESTICLES
Djadja Wurrung,Djadjawurrung,punar,testicles,105,N,boo-nar,testicles,punaɹ,TESTICLES
Katthang,Katthang,Bum-be-ra,testicles,105,,Boom-be-ra,the testicles,Bum-be-ɹa,TESTICLES
Buwandik,Buwandik,burruŋayn,testicles,105,N,burrungayn,testes,buruŋajn,TESTICLES
DG?,Dharuk,gara,testicles,105,N,gara,testicle,gaɹa,TESTICLES
Dharuk,Dharuk,garå,testicles,105,N,garå,testicle,gaɹå,TESTICLES
BB,Iyora,bura-wa,testicles,105,N,bura-wa,testicle,buɹa-wa,TESTICLES
BB,Iyora,båra,testicles,105,N,båra,testicle,båɹa,TESTICLES
DgR,Thanggati,galga,testicles,105,N,galga,testicle,galga,TESTICLES
BB,Iyora,bura-wa,testicles,105,N,bura-wa,testicle,buɹa-wa,TESTICLES
BB,Iyora,båra,testicles,105,N,båra,testicle,båɹa,TESTICLES
Dharuk,Dharuk,båru,testicles,105,N,båru,testicle,båɹu,TESTICLES
Dharuk,Dharuk,mari-mai,testicles,105,N,mari-mai,testicle,maɹi-mai,TESTICLES
Karree,Karree,bå-ru-lång,testicles,105,N,bå-ru-lång,testicle,bå-ɹu-lång,TESTICLES
Gdg?,Katthang,buru,testicles,105,noun,buru,testicle [?],buɹu,TESTICLES
Darkinyung,Darkinyung,bu:rral,testicles,105,N,buurral,testicle,buːral,TESTICLES
Gdg,Katthang,búmbira,testicles,105,N,búmbira,testicle,búmbiɹa,TESTICLES
Gdg,Katthang,yámbayin,testicles,105,N,yámbayin,testicle,jámbajin,TESTICLES
Darkinyung,Darkinyung,burral,testicles,105,N,burral,testicle,bural,TESTICLES
Darkinyung,Darkinyung,burral,testicles,105,N,burral,testicle,bural,TESTICLES
Gga/Ngwl,Ngunawal,gara,testicles,105,N,gara,testicle,gaɹa,TESTICLES
Gundungurra,Gundungurra,gara,testicles,105,N,gara,testicle,gaɹa,TESTICLES
Dharawal,Dharawal,gulga,testicles,105,N,gulga,testicle,gulga,TESTICLES
Dharawal,Dharawal,mura,testicles,105,N,mura,testicle,muɹa,TESTICLES
Ngarigo,Ngarigu,gara,testicles,105,N,gara,testicle,gaɹa,TESTICLES
Dharawal,Dharawal,gulga,testicles,105,N,gulga,testicle,gulga,TESTICLES
Dhurga,Dhurga,murra,testicles,105,N,murra,testicle,mura,TESTICLES
Dharuk,Dharuk,kulga,testicles,105,N,kulga,testicle,kulga,TESTICLES
Dharuk,Dharuk,karau,testicles,105,N,karau,testicles,kaɹau,TESTICLES
Ngaiawang,Ngayawang,purnpo,testicles,105,,purnpo,the testes,puɳpo,TESTICLES
Ngarrindjeri,Ngarrindjeri,mararli,testicles,105,N,mararli,testicle,maɹaɭi,TESTICLES
Dharawal,Dharawal,mura,testicles,105,N,mura,testicles,muɹa,TESTICLES
Dhurga,Dhurga,mura,testicles,105,N,mura,testicles,muɹa,TESTICLES
Tyattyalla,Djadjala,mirrakbunya,testicles,105,N,mirrakbunya,testicles,mirakbuɲa,TESTICLES
Dhurga,Dhurga,mura,testicles,105,N,mura,testicles,muɹa,TESTICLES
Dharawal,Dharawal,mura,testicles,105,N,mura,testicles,muɹa,TESTICLES
Wemba-Wemba,Wemba-Wemba,pun,testicles,105,N,pun,testicles,pun,TESTICLES
Thanggatti,Thanggati,puru,testicles,105,,buru,testicles,puɹu,TESTICLES
Kutthung,Katthang,,testicles,105,,Boom-be-ra ,the testicles,,TESTICLES
Kutthung,Katthang,poóm-pe-ră,testicles,105,,boóm-be-ră,the testicles,poóm-pe-ɹă,
Katthang,Katthang,pumpira,testicles,105,,bumbira,testicles,pumpiɹa,
Ganai,Kurnai,dud̥,testicles,64,N pl,durt,,,
Yabula-Yabula,Yabula-Yabula,marta ,testicles,105,N,,,,
Woiwurrung,Woiwurrung,tyarraŋ,thigh,122,N,jarrang,thigh,caraŋ,THIGH
Tjapwurrung,Tjapwurrung,kaRip,thigh,122,N,kaRip,thigh,kaRip,THIGH
Bunganditj,Buwandik,kaRip,thigh,122,N,kaRip,thigh,kaRip,THIGH
Bunganditj,Buwandik,pRani,thigh,122,N,pRani,thigh,pRani,THIGH
Bunganditj,Buwandik,pRam,thigh,122,N,pRam,thigh,pRam,THIGH
Ledji-Ledji,Ladji-Ladji,paRap[i],thigh,122,N,paRap[i],Thigh,paRap[i],THIGH
Ledji-Ledji,Ladji-Ladji,tanti,thigh,122,N,Tanti,Thigh,tanti,THIGH
Wadi-Wadi (Swan Hill),Wadi-wadi,kaRip[i],thigh,122,N,kaRip[i],Thigh,kaRip[i],THIGH
Wadi-Wadi (Piangil),Wadi-wadi,kaRipi,thigh,122,N,KaRipi,Thigh,kaRipi,THIGH
Wadi-Wadi (Piangil),Wadi-wadi,poyap[i],thigh,122,N,poyap[i],Thigh,pojap[i],THIGH
Wadi-Wadi (Piangil),Wadi-wadi,kaiŋi,thigh,122,N,Kaingi,Thigh,kaiŋi,THIGH
Wemba-Baraba,Baraba Baraba,karəp,thigh,122,N,Karəp,Thigh,kaɹəp,THIGH
Warrnambool,Warrnambool,karip,thigh,122,N,karip,thigh,kaɹip,THIGH
Warrnambool,Warrnambool,wurkariman,thigh,122,N,wurkariman,thigh,wuɹkaɹiman,THIGH
Warrnambool,Warrnambool,wunikarip,thigh,122,N,wunikarip,thigh,wunikaɹip,THIGH
Warrnambool,Warrnambool,thara,thigh,122,N,thara,thigh,t̪aɹa,THIGH
Warrnambool,Warrnambool,tharap,thigh,122,N,tharap,thigh,t̪aɹap,THIGH
Wathawurrung,Wathawurrung,karrim,thigh,122,N,karrim,thigh,karim,THIGH
Wathawurrung,Wathawurrung,karrip,thigh,122,N,karrip,thigh,karip,THIGH
Bunganditj,Buwandik,karip,thigh,122,N,karip,thigh,kaɹip,THIGH
Bunganditj,Buwandik,krip,thigh,122,N,krip,thigh,kɹip,THIGH
Bunganditj,Buwandik,pram,thigh,122,N,pram,thigh,pɹam,THIGH
Bunganditj,Buwandik,prani,thigh,122,N,prani,thigh,pɹani,THIGH
Woiwurrung,Woiwurrung,tyarraŋ,thigh,122,N,djarrang,thigh,caraŋ,THIGH
Woiwurrung,Woiwurrung,tyirroŋ,thigh,122,N,djirrong,thigh,ciroŋ,THIGH
Woiwurrung,Woiwurrung,ŋarrki tyarraŋ,thigh,122,N,ngarrgi djarrang,thigh,ŋarki caraŋ,THIGH
Buwandik,Buwandik,b’rrani,thigh,122,N,b’rrani,thigh,b’rani,THIGH
Buwandik,Buwandik,karrip,thigh,122,N,karrip,thigh,karip,THIGH
Buwandik,Buwandik,p’rram,thigh,122,N,p’rram,thigh,p’ram,THIGH
Thoerwel,Dharawal,thoera,thigh,122,N,thoera,thigh,t̪oeɹa,THIGH
Port MacQuarie,Birrpayi,darry,thigh,122,N,"darry, ooloo",Thigh,darj,THIGH
The Manning River,Birrpayi,ŋuru,thigh,122,N,ngurru,Thigh,ŋuɹu,THIGH
The Hunter River,Wonnarua,balingora,thigh,122,N,balingora,Thigh,balingoɹa,THIGH
Wellington,Wellington,puyiya,thigh,122,N,booeyo,Thigh,pujija,THIGH
Queanbeyan,Ngunawal,munjawong,thigh,122,N,munjawong,Thigh,munjawong,THIGH
Yass,Ngunawal,thara,thigh,122,N,darra,Thigh,t̪aɹa,THIGH
Moneroo,Moneroo,tharal,thigh,122,N,tharal,Thigh,t̪aɹal,THIGH
Moneroo,Moneroo,thara,thigh,122,N,darra,Thigh,t̪aɹa,THIGH
SWAN HILL AND TYNTYNDER,Wadi-wadi,kero,thigh,122,N,kero,Thigh,keɹo,THIGH
Piangil,Piangil,boyarbin,thigh,122,N,boyarbin,Thigh,bojaɹbin,THIGH
Piangil,Piangil,kaingi,thigh,122,N,kaingi,Thigh,kaingi,THIGH
KULKYNE,Mathi-Mathi,parapo,thigh,122,N,barabo,Thigh,paɹapo,THIGH
THE TATIARRA COUNTRY,Bindjali,kairitek,thigh,122,N,kairitek,Thigh,kaiɹitek,THIGH
THE TATIARRA COUNTRY,Bindjali,kira,thigh,122,N,kra,Thigh,kiɹa,THIGH
MOUNT GAMBIER,Buwandik,prum,thigh,122,N,prum,Thigh,pɹum,THIGH
"LAKE HINDMARSH, UPPER REGIONS STATION, AND LOWER WIMMERA","Lake Hindmarsh, Upper Regions Station, And Lower Wimmera",kira,thigh,122,N,kra,Thigh,kiɹa,THIGH
UPPER GLENELG AND WANNON,Mardidjali,pirin,thigh,122,N,prin,Thigh,piɹin,THIGH
"THE GLENELG, ABOVE WOODFORD",Mardidjali,karri,thigh,122,N,karri,Thigh,kari,THIGH
Woodford,Mardidjali,kayip,thigh,122,N,kaiib,Thigh,kajip,THIGH
Hamilton,Gunditjmara,karip,thigh,122,N,karip,Thigh,kaɹip,THIGH
MOUNT ROUSE; NATIVE NAME KOOLOOR,Gunditjmara,karilyooak,thigh,122,N,karilyooak,Thigh,kaɹiʎoːak,THIGH
HOPKINS RIVER,Bindjali,karip,thigh,122,N,"karip, pirn",Thigh,kaɹip,THIGH
HOPKINS RIVER,Bindjali,pirin,thigh,122,N,pirrn,Thigh,piɹin,THIGH
MOULMEIN,Wemba-Wemba,pratyuk,thigh,122,N,brajuk,Thigh,pɹacuk,THIGH
LAKE BOGA,Wemba-Wemba,karnuk,thigh,122,N,karnook,Thigh,kaɳuk,THIGH
"THE NEIGHBOURHOOD OF LAKE BOGA, PROBABLY MOORERBAT AND THE LOWER LODDON",Wemba-Wemba,ka:,thigh,122,N,kar,Thigh,kaː,THIGH
"GONN STATION, MURRAY RIVER",Wemba-Wemba,karnuk,thigh,122,N,karnook,Thigh,kaɳuk,THIGH
GUNBOWER STATION,Baraba Baraba,kartyuk,thigh,122,N,kaarchuk,Thigh,kaʈjuk,THIGH
"SEYMOUR TO MURCHISON, PART OF GOULBURN RIVER, WHROO, ETC - NGOORAIALUM LANGUAGE",Daungwurrung,d\ering,thigh,122,N,d\ering,Thigh,d\eɹing,THIGH
"HEALESVILLE, UPPER YARRA - OORONGIR LANGUAGE.",Woiwurrung,tyereŋ,thigh,122,N,djereng,Thigh,ceɹeŋ,THIGH
LOWER YARRA,Lower Yarra,thirrongatha,thigh,122,N,thirrongatha,Thigh,t̪irongat̪a,THIGH
MORDIYALLOOK,Boonwurrung,ja:rn,thigh,122,N,jaarn,Thigh,jaːɳ,THIGH
Dartmoor,Mardidjali,brani,thigh,122,N,brani,thigh,bɹani,THIGH
Port MacQuarie,Birrpayi,thara,thigh,122,N,turra,thighs,t̪aɹa,THIGH
Yit-Tha,Yitha-Yitha,ŋunt,thigh,122,N,nunt,Thigh,ŋunt,THIGH
"Ned's Corner Station, Murray River",Ngintait,nuncha,thigh,122,N,nuncha,Thigh,nuncha,THIGH
Wellington,Wellington,makuru,thigh,122,N,makuru,The thigh,makuɹu,THIGH
Wellington,Wellington,makuru,thigh,122,N,makuru,Thigh,makuɹu,THIGH
DG?,Dharuk,darra-ga-dhi,thigh,122,N,darra-ga-dhi,thigh,dara-ga-d̪i,THIGH
Iyora,Iyora,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Dharuk,Dharuk,dhara,thigh,122,N,dhara,thigh,d̪aɹa,THIGH
BB,Iyora,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Dharuk,Dharuk,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Iyora,Iyora,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Dharuk,Dharuk,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Iyora,Iyora,mara,thigh,122,N,mara,thigh,maɹa,THIGH
Iyora,Iyora,dara,thigh,122,N,dara,thigh,daɹa,THIGH
BB,Iyora,dara,thigh,122,N,dara,thigh,daɹa,THIGH
NrN,NrN (Steele Source),buluwinGåru,thigh,122,N,buluwinGåru,thigh,buluwinGåɹu,THIGH
Karree,Karree,darra-lång,thigh,122,N,darra-lång,thigh,dara-lång,THIGH
LD,Awabakal,garguwi,thigh,122,N,garguwi,thigh,gaɹguwi,THIGH
Gdg?,Katthang,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Darkinyung,Darkinyung,dhara,thigh,122,N,dhara,thigh,d̪aɹa,THIGH
NrN,NrN (Steele Source),balluwinGåru,thigh,122,N,balluwinGåru,thigh,balluwinGåɹu,THIGH
Darkinyung,Darkinyung,dharra,thigh,122,N,dharra,thigh,d̪ara,THIGH
Darkinyung,Darkinyung,dharra,thigh,122,N,dharra,thigh,d̪ara,THIGH
Awabakal / [K-gai ?,Awabakal,bulångåru,thigh,122,N,bulångåru,thigh,bulångåɹu,THIGH
Gdg [Gwgl/Wrmi?],Katthang,darra,thigh,122,N,darra,thigh,dara,THIGH
Birrpayi,Birrpayi,darra,thigh,122,N,darra,thigh,dara,THIGH
Awabakal,Awabakal,bulwin-Gåru,thigh,122,N,bulwin-Gåru,thigh,bulwin-Gåɹu,THIGH
Awabakal,Awabakal,bulwin-Gåru,thigh,122,N,bulwin-Gåru,thigh,bulwin-Gåɹu,THIGH
Birrpayi,Birrpayi,muruwi dara,thigh,122,N,muruwi dara,thigh,muɹuwi daɹa,THIGH
Wonarua,Wonnarua,balingåra,thigh,122,N,balingåra,thigh,balingåɹa,THIGH
Gundungurra,Gundungurra,darra,thigh,122,N,darra,thigh,dara,THIGH
Gundungurra,Gundungurra,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Dharawal,Dharawal,dharra,thigh,122,N,dharra,thigh,d̪ara,THIGH
Gga/Ngwl,Ngunawal,dhara,thigh,122,N,dhara,thigh,d̪aɹa,THIGH
Gundungurra,Gundungurra,darra,thigh,122,N,darra,thigh,dara,THIGH
Gundungurra,Gundungurra,darra,thigh,122,N,darra,thigh,dara,THIGH
Ngarigo,Ngarigu,dhara,thigh,122,N,dhara,thigh,d̪aɹa,THIGH
Wodi-Wodi,Dharawal,darrang,thigh,122,N,darrang,thigh,darang,THIGH
Wodi-Wodi,Dharawal,darra,thigh,122,N,darra,thigh,dara,THIGH
Ngwl?,Ngunawal,dharra,thigh,122,N,dharra,thigh,d̪ara,THIGH
Ngwl?,Ngunawal,darra,thigh,122,N,darra,thigh,dara,THIGH
Dhurga,Dhurga,burndadya,thigh,122,N,burndadya,thigh,buɳdaɟa,THIGH
Dharuk,Dharuk,dhurra,thigh,122,N,dhurra,thigh,d̪ura,THIGH
Dharuk,Dharuk,dara,thigh,122,N,dara,thigh,daɹa,THIGH
Gundungurra,Gundungurra,darra,thigh,122,N,darra,thighs,dara,THIGH
Ngaiawang,Ngayawang,m@akuru,thigh,122,N,m@akuru,the thigh,m@akuɹu,THIGH
Ngarrindjeri,Ngarrindjeri,ŋulde,thigh,122,N,ngulde,thigh,ŋulde,THIGH
Yitha-Yitha,Yitha-Yitha,Nant,thigh,122,N,Nant,thigh,Nant,THIGH
Keramin,Keramin,pernEng,thigh,122,N,pernEng,thigh,peɳEng,THIGH
Keramin,Keramin,ngant,thigh,122,N,ngant,thigh,ngant,THIGH
Wemba-Wemba,Wemba-Wemba,karep,thigh,122,N,"karep, kareput","thigh, upper leg",kaɹep,THIGH
Ngunawal,Ngunawal,dharra,thigh,122,N,dharra,thigh,d̪ara,THIGH
Ngarigu,Ngarigu,dharra,thigh,122,N,dharra,thigh,d̪ara,THIGH
The Canberra Language,Ngunawal,tharra,thigh,122,N,dharra,thigh,t̪ara,THIGH
Dharawal,Dharawal,thara,thigh,122,N,dhara,thigh,t̪aɹa,THIGH
Dhurga,Dhurga,punta(tya),thigh,122,N,bunda(ja),thigh,punta(ca),THIGH
Thawa,Thawa,punta,thigh,122,N,bunda,thigh,punta,THIGH
Dhurga,Dhurga,pu(u)nta,thigh,122,N,bu(u)nda,thigh,pu(u)nta,THIGH
Dharumba,Dharawal,punta,thigh,122,N,bunda,thigh,punta,THIGH
